Country,Year,State/Province,ISO_Code,Economic Freedom Summary Index,Rank,Quantile,General Consumption Expenditure,Transfers and subsidies,Insurance and Retirement Payments,Government enterprises and investment,Government Spending,Income and Payroll Tax Revenue,Top Marginal Income Tax Rate,Top Marginal Income Payroll tax Rate,world-adjusted,Property Tax and Other Taxes,Sales Tax Revenue,Taxes,Minimum Wage Legislation,Government Employment,Union Density,Hiring regulations and minimum wage,Labor Market Freedom,Credit Market Regulation,Business Regulations,Labor Market Freedom.1
USA,1985,Kansas,US-KS,5.62,21,2,10,6.73,10,,8.91,5.79,,,4,4.74,6.01,5.13,1.4,5.38,1.7,,,,,2.83
USA,1985,Kentucky,US-KY,5.6,22,2,10,5.67,8.57,,8.08,4.69,,,6,9.16,5.23,6.27,0,7.24,0.11,,,,,2.45
USA,1985,Louisiana,US-LA,5.06,32,3,8.16,6.39,5.28,,6.61,6.49,,,8.5,9.32,0.88,6.3,0,2.6,4.27,,,,,2.29
USA,1985,Massachusetts,US-MA,5.51,25,2,10,2.23,7.85,,6.69,2.87,,,7,5.32,7.34,5.63,3.88,8.72,0,,,,,4.2
USA,1985,Maryland,US-MD,5.9,17,2,10,4.88,8.34,,7.74,3.26,,,7,7.34,6.46,6.02,4.07,6.89,0.9,,,,,3.95
USA,1985,Maine,US-ME,4.2,44,4,9.21,0.6,7.76,,5.86,5.43,,,4,3.86,4.62,4.48,0,6.77,0.06,,,,,2.28
USA,1985,Michigan,US-MI,4.38,38,4,8.79,0,8.49,,5.76,3.5,,,7,2.91,6.38,4.95,1.64,5.67,0,,,,,2.44
USA,1985,Minnesota,US-MN,4.31,41,4,8.51,0.32,8.44,,5.76,2.55,,,4.5,4.87,5,4.23,2.13,6.66,0,,,,,2.93
USA,1985,Missouri,US-MO,6.37,6,1,10,6.93,10,,8.98,6.53,,,8,9.27,4.72,7.13,0.68,8.37,0,,,,,3.02
USA,1985,Mississippi,US-MS,5.46,27,2,7.96,6.49,8.83,,7.76,6.71,,,7,7.89,2.69,6.07,0,3.08,4.54,,,,,2.54
USA,1985,Montana,US-MT,3.98,46,4,7.02,5.54,4.78,,5.78,3.64,,,7.5,0,8.87,5,0,3.51,0,,,,,1.17
USA,1985,North Carolina,US-NC,6.2,10,1,10,7.24,9.63,,8.96,4.16,,,6,8.44,5.37,5.99,0,6.65,4.27,,,,,3.64
USA,1985,North Dakota,US-ND,5.14,31,3,6.81,7.37,8.36,,7.52,5.65,,,4.5,6.29,5.21,5.41,0,4.58,2.87,,,,,2.49
USA,1985,Nebraska,US-NE,5.56,24,2,10,6.41,10,,8.8,7.35,,,5,3.5,6.19,5.51,0.88,4.3,1.9,,,,,2.36
USA,1985,New Hampshire,US-NH,7.17,1,1,10,8.32,10,,9.44,8.91,,,10,1.9,9.19,7.5,2.93,8.86,1.97,,,,,4.58
USA,1985,New Jersey,US-NJ,5.66,20,2,10,4.4,8.25,,7.55,5.26,,,8.5,2.93,5.9,5.64,4.64,6.7,0,,,,,3.78
USA,1985,New Mexico,US-NM,5.39,29,3,7.96,6.37,9,,7.78,7.95,,,6,10,1.52,6.37,0,1.05,5.05,,,,,2.04
USA,1985,Nevada,US-NV,6.09,13,1,10,10,5.48,,8.49,6.92,,,10,6.86,0.39,6.04,2.58,8.63,0,,,,,3.74
USA,1985,New York,US-NY,3.14,50,4,7.58,0,6.28,,4.62,0,,,1,2.48,4.31,1.95,3.81,4.77,0,,,,,2.86
USA,1985,Ohio,US-OH,4.27,43,4,10,0.99,4.7,,5.23,2.97,,,5,6.63,5.44,5.01,0.88,6.82,0,,,,,2.57
USA,1985,Oklahoma,US-OK,5.95,16,2,10,6.44,8.94,,8.46,6.53,,,6,8.67,4.55,6.43,0,5.38,3.48,,,,,2.95
USA,1985,Oregon,US-OR,4.04,45,4,8.58,6.07,4.82,,6.49,0.73,,,4,0.66,9.99,3.84,0.19,5.13,0,,,,,1.77
USA,1985,Pennsylvania,US-PA,4.96,33,3,10,0,6.75,,5.58,4.24,,,9,5.28,5.89,6.1,1.14,8.44,0,,,,,3.19
USA,1985,Puerto Rico,US-PR,,,,,,,,,,,,,,,,,,,,,,,
USA,1985,Rhode Island,US-RI,4.53,37,3,9.33,0.54,7.02,,5.63,5,,,4,3.84,5.64,4.62,1.82,8.18,0,,,,,3.34
USA,1985,South Carolina,US-SC,6.11,12,1,9.97,7.45,9.15,,8.85,4.76,,,6,8.2,4.19,5.79,0,5.12,5.93,,,,,3.68
USA,1985,South Dakota,US-SD,6.21,8,1,9.19,8.37,10,,9.19,9.73,,,10,3.49,4.08,6.83,0,4.87,2.95,,,,,2.61
USA,1985,Tennessee,US-TN,6.49,5,1,10,8.39,9.49,,9.29,8.75,,,10,8.3,2,7.26,0,7.33,1.42,,,,,2.92
USA,1985,Texas,US-TX,6.92,3,1,10,8.6,10,,9.53,10,,,10,4.43,4.33,7.19,1.19,7.27,3.63,,,,,4.03
USA,1985,Utah,US-UT,5.47,26,2,9.84,6.33,8.72,,8.29,4.27,,,8,6.23,2.84,5.34,0,5.19,3.15,,,,,2.78
USA,1985,Virginia,US-VA,6.66,4,1,10,6.96,10,,8.99,5.24,,,7,7.05,6.42,6.43,2.65,7.19,3.87,,,,,4.57
USA,1985,Vermont,US-VT,4.35,39,4,8.54,0,9.93,,6.16,5.14,,,3,2.78,5.4,4.08,0,7.58,0.87,,,,,2.82
USA,1985,Washington,US-WA,4.78,34,3,10,2.93,4.26,,5.73,7.73,,,10,6.04,0.32,6.02,2.06,5.67,0,,,,,2.58
USA,1985,Wisconsin,US-WI,3.81,47,4,8.2,0,8.32,,5.51,2.5,,,4.5,2.92,5.3,3.8,0.69,5.69,0,,,,,2.13
USA,1985,West Virginia,US-WV,3.23,49,4,8.26,4.53,3.17,,5.32,2.62,,,3,7.9,1.24,3.69,0,2.05,0,,,,,0.68
USA,1985,Wyoming,US-WY,4.3,42,4,4.54,5.77,7.22,,5.84,7.92,,,10,0,4.39,5.58,1.17,0.65,2.61,,,,,1.47
USA,1986,Alaska,US-AK,3.4,48,4,0,1.9,4.11,,2,5.09,,,10,0,9.39,6.12,4.56,1.21,0.45,,,,,2.07
USA,1986,Alabama,US-AL,5.91,18,2,8.89,6.66,9.49,,8.35,6.41,,,9,10,3.12,7.13,0,4.89,1.89,,,,,2.26
USA,1986,Arkansas,US-AR,6.09,13,1,9.81,6.98,9.65,,8.81,5.83,,,6,9.63,3.49,6.24,0,6.56,3.06,,,,,3.2
USA,1986,Arizona,US-AZ,6.34,8,1,10,8.25,9.75,,9.33,6.39,,,8,6.06,2.61,5.76,1.66,6.19,3.96,,,,,3.94
USA,1986,California,US-CA,4.67,37,3,9.55,0,6.44,,5.33,3.37,,,3,7.19,4.94,4.63,4.48,7.67,0,,,,,4.05
USA,1986,Colorado,US-CO,6.04,16,2,10,5.6,8.27,,7.96,5.34,,,8,5.44,5.1,5.97,3.23,7.05,2.29,,,,,4.19
USA,1986,Connecticut,US-CT,6.51,5,1,10,4.51,9.42,,7.98,7.82,,,10,3.82,4.32,6.49,6.18,8.99,0,,,,,5.06
USA,1986,Delaware,US-DE,5.56,23,2,9.2,6.69,9.37,,8.42,2.54,,,3.5,3.69,9.11,4.71,3.52,6.99,0.16,,,,,3.56
USA,1986,Florida,US-FL,7.05,2,1,10,8.21,10,,9.4,9.25,,,10,6.24,3.33,7.2,2.63,8.01,3,,,,,4.54
USA,1986,Georgia,US-GA,6.3,9,1,9.99,7.46,9.92,,9.12,5.26,,,6,8.09,4.72,6.02,0.89,6.74,3.64,,,,,3.76
USA,1986,Hawaii,US-HI,5.13,32,3,10,2.91,7.8,,6.9,4.59,,,4,9.22,0.95,4.69,3.61,7.79,0,,,,,3.8
USA,1986,Iowa,US-IA,4.84,35,3,8.78,2.88,9.56,,7.07,4.92,,,7,2.8,6,5.18,0.93,4.81,1.09,,,,,2.27
USA,1986,Idaho,US-ID,5.51,25,2,9.56,8.18,7.69,,8.48,4.33,,,5,7.05,5.71,5.52,0,4.52,3.06,,,,,2.53
USA,1986,Illinois,US-IL,5.28,30,3,10,0,8.35,,6.12,6.43,,,9,4.93,4.45,6.2,3.4,7.12,0,,,,,3.51
USA,1986,Indiana,US-IN,5.98,17,2,10,6.63,10,,8.88,6.28,,,8,6.93,4.75,6.49,0.57,7.11,0,,,,,2.56
USA,1986,Kansas,US-KS,5.75,20,2,9.99,6.66,9.8,,8.81,6.38,,,4,4.57,6.02,5.24,2.18,4.97,2.44,,,,,3.2
USA,1986,Kentucky,US-KY,5.55,24,2,9.66,5.69,8.56,,7.97,4.26,,,6,8.79,4.99,6.01,0,7.08,0.98,,,,,2.69
USA,1986,Louisiana,US-LA,4.93,34,3,8,5.74,4.89,,6.21,6.93,,,8.5,8.77,1.13,6.33,0,2.18,4.59,,,,,2.26
USA,1986,Massachusetts,US-MA,5.48,27,2,10,2.16,7.59,,6.58,2.44,,,7,5.33,7.07,5.46,4.51,8.69,0,,,,,4.4
USA,1986,Maryland,US-MD,6.14,10,1,10,4.96,8.74,,7.9,3.28,,,7,7.18,6.48,5.98,4.95,7.27,1.36,,,,,4.53
USA,1986,Maine,US-ME,4.31,42,4,9.13,0.06,8.16,,5.78,5.53,,,4,4.3,4.57,4.6,0,6.92,0.73,,,,,2.55
USA,1986,Michigan,US-MI,4.25,44,4,8.31,0,7.56,,5.29,2.41,,,7,2.92,6.51,4.71,2.58,5.67,0,,,,,2.75
USA,1986,Minnesota,US-MN,4.41,40,4,8.46,0,8.09,,5.52,3.65,,,4.5,4.86,5.23,4.56,2.97,6.51,0,,,,,3.16
USA,1986,Missouri,US-MO,6.46,7,1,10,7.06,10,,9.02,6.25,,,8,9.32,4.57,7.03,1.52,8.43,0,,,,,3.31
USA,1986,Mississippi,US-MS,5.36,29,3,7.46,5.57,9.04,,7.36,6.95,,,7,7.81,2.19,5.99,0,3.09,5.15,,,,,2.75
USA,1986,Montana,US-MT,4.04,46,4,6.9,4.88,4.68,,5.49,4.31,,,7.5,0,8.95,5.19,0,3.19,1.16,,,,,1.45
USA,1986,North Carolina,US-NC,6.14,10,1,10,5.92,9.61,,8.51,4.27,,,6,8.37,5.39,6.01,0.03,6.54,5.09,,,,,3.89
USA,1986,North Dakota,US-ND,5.15,31,3,6.81,6.98,8,,7.26,6.6,,,4.5,5.98,5.55,5.66,0,4.33,3.29,,,,,2.54
USA,1986,Nebraska,US-NE,5.71,21,2,9.86,6.56,10,,8.81,7.1,,,5,3.22,6.04,5.34,1.51,4.32,3.14,,,,,2.99
USA,1986,New Hampshire,US-NH,7.32,1,1,10,8.57,10,,9.52,9.12,,,10,1.66,9.21,7.5,4.05,9.24,1.51,,,,,4.93
USA,1986,New Jersey,US-NJ,5.84,19,2,10,4.77,8.42,,7.73,5.49,,,8.5,3.1,5.6,5.67,5.49,6.86,0,,,,,4.12
USA,1986,New Mexico,US-NM,5.38,28,3,7.42,6.62,8.68,,7.57,7.78,,,6,10,1.58,6.34,0,0.7,6,,,,,2.23
USA,1986,Nevada,US-NV,6.06,14,2,10,9.74,4.81,,8.18,7.01,,,10,6.62,0.07,5.93,3.33,8.91,0,,,,,4.08
USA,1986,New York,US-NY,3.24,49,4,7.66,0,6.51,,4.72,0,,,1,2.15,4.24,1.85,4.75,4.68,0,,,,,3.14
USA,1986,Ohio,US-OH,4.32,41,4,9.83,0.83,4.71,,5.13,3.03,,,5,6.51,5.29,4.96,1.7,6.91,0,,,,,2.87
USA,1986,Oklahoma,US-OK,5.71,21,2,9.64,6.01,8.38,,8.01,6.66,,,6,8.2,4.26,6.28,0.05,4.81,3.65,,,,,2.84
USA,1986,Oregon,US-OR,4.31,42,4,8.27,5.65,6.56,,6.82,1.71,,,4,0.56,9.84,4.03,1.06,5.14,0,,,,,2.07
USA,1986,Pennsylvania,US-PA,5.11,33,3,10,0,7.1,,5.7,4.38,,,9,5.02,5.88,6.07,2,8.63,0,,,,,3.54
USA,1986,Puerto Rico,US-PR,,,,,,,,,,,,,,,,,,,,,,,
USA,1986,Rhode Island,US-RI,4.62,38,4,9.33,0.47,7.22,,5.67,4.44,,,4,3.83,5.86,4.53,2.36,8.56,0,,,,,3.64
USA,1986,South Carolina,US-SC,6.05,15,2,9.86,7.01,9.34,,8.74,4.97,,,6,7.96,4.12,5.76,0,5.06,5.9,,,,,3.65
USA,1986,South Dakota,US-SD,6.12,12,1,9.04,7.45,10,,8.83,9.66,,,10,3.06,3.73,6.61,0,4.79,4.01,,,,,2.93
USA,1986,Tennessee,US-TN,6.48,6,1,10,8.08,9.71,,9.26,9.08,,,10,8.18,1.76,7.26,0,7.3,1.42,,,,,2.91
USA,1986,Texas,US-TX,6.7,4,1,10,7.88,9.66,,9.18,10,,,10,3.4,4.3,6.93,1.29,6.65,4.09,,,,,4.01
USA,1986,Utah,US-UT,5.51,25,2,9.31,6.25,8.51,,8.02,4.58,,,8,6.15,3.15,5.47,0,5,4.1,,,,,3.03
USA,1986,Virginia,US-VA,6.85,3,1,10,6.81,10,,8.94,5.33,,,7,6.9,6.46,6.42,3.59,7.37,4.64,,,,,5.2
USA,1986,Vermont,US-VT,4.5,39,4,8.47,0,10,,6.16,5.25,,,3,2.78,5.29,4.08,0.44,7.69,1.68,,,,,3.27
USA,1986,Washington,US-WA,4.81,36,3,10,1.95,5.05,,5.67,7.7,,,10,5.84,0,5.89,2.95,5.73,0,,,,,2.89
USA,1986,Wisconsin,US-WI,3.95,47,4,8.18,0,8.61,,5.6,2.53,,,4.5,2.87,5.27,3.79,1.62,5.79,0,,,,,2.47
USA,1986,West Virginia,US-WV,3.19,50,4,7.86,2.93,3.46,,4.75,4.21,,,3,7.8,1.29,4.08,0,1.86,0.4,,,,,0.75
USA,1986,Wyoming,US-WY,4.15,45,4,3.08,5.92,5.86,,4.95,7.66,,,10,0,4.12,5.44,1.24,0,4.9,,,,,2.04
USA,1987,Alaska,US-AK,3.07,50,4,0,0,2.55,,0.85,5.71,,,10,0,9.02,6.18,4.09,2.03,0.43,,,,,2.18
USA,1987,Alabama,US-AL,6.03,17,2,9.3,7.08,9.46,,8.61,6.48,,,8,10,3.07,6.89,0,5.08,2.67,,,,,2.58
USA,1987,Arkansas,US-AR,5.99,18,2,9.74,6.88,9.34,,8.65,5.89,,,6,9.5,3.52,6.23,0,6.76,2.48,,,,,3.08
USA,1987,Arizona,US-AZ,6.24,12,1,9.92,7.78,9.12,,8.94,6.33,,,7,5.51,2.49,5.33,2.28,6.25,4.84,,,,,4.46
USA,1987,California,US-CA,4.73,37,3,9.36,0,6.48,,5.28,2.48,,,4,6.81,5.06,4.59,5.19,7.75,0,,,,,4.31
USA,1987,Colorado,US-CO,6.17,13,2,9.5,9.58,7.2,,8.76,5.11,,,7,4.65,4.81,5.39,3.69,6.65,2.68,,,,,4.34
USA,1987,Connecticut,US-CT,6.56,5,1,10,5.01,9.58,,8.2,7.57,,,10,2.9,4.39,6.22,6.83,8.93,0,,,,,5.25
USA,1987,Delaware,US-DE,5.87,21,2,9.42,6.65,9.41,,8.49,2.14,,,5.5,3.34,9.23,5.05,4.47,7.46,0.31,,,,,4.08
USA,1987,Florida,US-FL,7.1,2,1,10,8.23,10,,9.41,9.16,,,10,5.77,3.31,7.06,3.46,7.66,3.41,,,,,4.84
USA,1987,Georgia,US-GA,6.36,8,1,9.81,7.31,9.92,,9.01,5.18,,,6,8.06,4.59,5.96,1.84,6.7,3.84,,,,,4.12
USA,1987,Hawaii,US-HI,5.39,27,2,10,4.03,8.29,,7.44,3.89,,,4.5,9.34,0.65,4.59,4.35,8.06,0,,,,,4.14
USA,1987,Iowa,US-IA,5.02,33,3,8.96,3.35,9.85,,7.38,5.11,,,6.5,2.56,5.84,5,1.91,4.99,1.09,,,,,2.67
USA,1987,Idaho,US-ID,5.3,29,3,9.39,8.23,7.51,,8.37,4.16,,,5,6.56,5.01,5.18,0,4.67,2.33,,,,,2.34
USA,1987,Illinois,US-IL,5.42,26,2,10,0,8.44,,6.15,6.27,,,9,5.12,4.58,6.24,4.25,7.35,0,,,,,3.87
USA,1987,Indiana,US-IN,6.09,15,2,9.87,6.63,10,,8.83,6.22,,,8,6.89,4.84,6.49,1.57,7.28,0,,,,,2.95
USA,1987,Kansas,US-KS,5.77,22,2,9.88,7.39,9.49,,8.92,6.26,,,4,4.45,5.2,4.98,2.84,5.4,2.01,,,,,3.42
USA,1987,Kentucky,US-KY,5.48,24,2,9.66,5.68,8.62,,7.99,4.12,,,6,8.52,4.75,5.85,0,7.11,0.72,,,,,2.61
USA,1987,Louisiana,US-LA,4.83,36,3,7.85,5.92,3.56,,5.78,6.89,,,8.5,8.37,1.01,6.19,0,2.38,5.16,,,,,2.51
USA,1987,Massachusetts,US-MA,5.48,24,2,10,1.62,7.85,,6.49,2.48,,,7,5.37,7.1,5.49,4.97,8.43,0,,,,,4.47
USA,1987,Maryland,US-MD,6.31,9,1,10,5.38,8.88,,8.09,3.16,,,7,6.99,6.41,5.89,5.76,7.56,1.54,,,,,4.95
USA,1987,Maine,US-ME,4.32,42,4,9.24,0.77,8.6,,6.2,4.95,,,4.5,3.64,4.39,4.37,0.14,7.06,0,,,,,2.4
USA,1987,Michigan,US-MI,4.28,43,4,8.14,0,6.9,,5.01,3.06,,,7,2.92,6.37,4.84,3.09,5.91,0,,,,,3
USA,1987,Minnesota,US-MN,4.37,41,4,8.4,0,8.03,,5.48,2.75,,,4,4.6,5.11,4.11,3.87,6.68,0,,,,,3.52
USA,1987,Missouri,US-MO,6.48,7,1,10,6.96,10,,8.99,6.16,,,8,8.96,4.5,6.9,2.3,8.35,0,,,,,3.55
USA,1987,Mississippi,US-MS,5.36,28,3,7.79,5.66,8.57,,7.34,7.12,,,7,7.7,2.77,6.15,0,2.9,4.88,,,,,2.59
USA,1987,Montana,US-MT,3.86,46,4,6.78,4.23,4.17,,5.06,4.47,,,6.5,0,8.88,4.96,0,3.52,1.13,,,,,1.55
USA,1987,North Carolina,US-NC,6.17,13,1,10,5.78,9.7,,8.49,3.83,,,6,8.25,5.06,5.79,1.19,6.62,4.91,,,,,4.24
USA,1987,North Dakota,US-ND,4.94,34,3,6.52,7.92,7.2,,7.21,7.14,,,2.5,5.51,5.22,5.09,0.5,4.61,2.4,,,,,2.5
USA,1987,Nebraska,US-NE,5.94,19,2,9.83,6.78,10,,8.87,7.06,,,7.5,2.73,5.75,5.76,2.37,4.73,2.51,,,,,3.2
USA,1987,New Hampshire,US-NH,7.42,1,1,10,8.98,10,,9.66,8.78,,,10,0.93,9.2,7.23,4.78,9.12,2.23,,,,,5.38
USA,1987,New Jersey,US-NJ,5.89,20,2,10,4.99,8.59,,7.86,4.78,,,8.5,2.52,5.61,5.35,6.4,6.94,0,,,,,4.45
USA,1987,New Mexico,US-NM,5.16,32,3,7.81,6.37,8.25,,7.47,6.39,,,5.5,10,1.19,5.77,0,0.75,5.94,,,,,2.23
USA,1987,Nevada,US-NV,6.3,10,1,10,9.84,5.53,,8.46,7.16,,,10,6.43,0.29,5.97,4.04,9.39,0,,,,,4.48
USA,1987,New York,US-NY,3.53,48,4,7.37,0,6.18,,4.52,0,,,5,1.72,4.23,2.74,5.61,4.4,0,,,,,3.34
USA,1987,Ohio,US-OH,4.52,39,4,9.61,1.28,4.36,,5.08,2.61,,,6.5,6.44,5.71,5.32,2.45,7.06,0,,,,,3.17
USA,1987,Oklahoma,US-OK,5.65,23,2,9.63,5.42,7.31,,7.45,6.7,,,6,8.03,4.6,6.33,0.25,5.01,4.23,,,,,3.16
USA,1987,Oregon,US-OR,4.25,44,4,8.23,5.88,6.81,,6.98,0,,,4,0,9.74,3.44,1.83,5.2,0,,,,,2.34
USA,1987,Pennsylvania,US-PA,5.22,30,3,10,0,7.36,,5.79,4.24,,,9,4.83,5.77,5.96,2.92,8.85,0,,,,,3.92
USA,1987,Puerto Rico,US-PR,,,,,,,,,,,,,,,,,,,,,,,
USA,1987,Rhode Island,US-RI,4.65,38,4,9.28,0.98,6.98,,5.75,3.84,,,4.5,3.86,5.53,4.43,2.58,8.76,0,,,,,3.78
USA,1987,South Carolina,US-SC,6.05,16,2,9.69,7.1,9.56,,8.78,4.88,,,6,7.65,4.1,5.66,0,5.04,6.09,,,,,3.71
USA,1987,South Dakota,US-SD,6.26,11,1,9.17,7.56,10,,8.91,9.75,,,10,3.4,3.62,6.69,0,5.24,4.25,,,,,3.16
USA,1987,Tennessee,US-TN,6.56,5,1,10,7.77,9.8,,9.19,9.19,,,10,8.21,1.58,7.24,0.46,7.36,1.91,,,,,3.25
USA,1987,Texas,US-TX,6.57,4,1,10,7.64,8.78,,8.81,9.78,,,10,2.78,3.91,6.62,1.56,6.67,4.58,,,,,4.27
USA,1987,Utah,US-UT,5.19,31,3,8.88,5.88,7.76,,7.51,4.27,,,7,5.72,3.33,5.08,0,5.26,3.64,,,,,2.97
USA,1987,Virginia,US-VA,6.9,3,1,10,6.88,10,,8.96,5.25,,,7,6.63,6.17,6.26,4.44,7.59,4.44,,,,,5.49
USA,1987,Vermont,US-VT,4.45,40,4,8.22,0,10,,6.07,4.64,,,4.5,0.08,5.22,3.61,1.19,7.78,2.07,,,,,3.68
USA,1987,Washington,US-WA,4.86,35,3,10,1.84,5.3,,5.71,7.66,,,10,5.26,0,5.73,3.57,5.84,0,,,,,3.14
USA,1987,Wisconsin,US-WI,4.16,45,4,8,0,8.55,,5.52,2.02,,,6,3.07,5.23,4.08,2.46,6.23,0,,,,,2.9
USA,1987,West Virginia,US-WV,3.29,49,4,7.54,3.15,2.25,,4.31,3.7,,,6.5,7.85,1.5,4.89,0,1.96,0,,,,,0.65
USA,1987,Wyoming,US-WY,3.78,47,4,2.44,5.19,4.16,,3.93,8.08,,,10,0,4.59,5.67,1.24,0,4,,,,,1.75
USA,1988,Alaska,US-AK,3.15,50,4,0,0,3.35,,1.12,5,,,10,0,9.08,6.02,4.63,2.24,0.11,,,,,2.33
USA,1988,Alabama,US-AL,6.14,19,2,9.37,7.37,9.46,,8.73,6.53,,,8,10,3.3,6.96,0.49,5.09,2.65,,,,,2.74
USA,1988,Arkansas,US-AR,6.14,19,2,10,7.01,9.34,,8.78,5.86,,,6,9.73,3.56,6.29,0,6.83,3.25,,,,,3.36
USA,1988,Arizona,US-AZ,6.21,16,2,9.89,7.33,8.75,,8.66,6.41,,,7,5.1,2.6,5.28,3.08,6.18,4.86,,,,,4.71
USA,1988,California,US-CA,4.72,40,4,9.33,0,6.81,,5.38,3.22,,,4,6.31,5.31,4.71,4.22,7.95,0,,,,,4.06
USA,1988,Colorado,US-CO,6.25,12,1,9.87,7.51,7.62,,8.33,5.04,,,7,4.96,5.06,5.51,4.53,6.86,3.31,,,,,4.9
USA,1988,Connecticut,US-CT,6.67,5,1,10,5.4,9.7,,8.36,8.06,,,10,3.39,4.51,6.49,6.56,8.91,0,,,,,5.16
USA,1988,Delaware,US-DE,6.23,13,2,9.44,7,9.86,,8.77,2.5,,,5.5,3.75,9.32,5.27,5.51,7.72,0.79,,,,,4.67
USA,1988,Florida,US-FL,7.15,2,1,10,8.17,10,,9.39,9.2,,,10,5.74,2.64,6.9,4.49,7.6,3.38,,,,,5.16
USA,1988,Georgia,US-GA,6.37,11,1,9.82,6.96,10,,8.93,5.17,,,6,7.6,4.74,5.88,2.99,6.57,3.39,,,,,4.32
USA,1988,Hawaii,US-HI,5.33,30,3,10,4.29,8.43,,7.57,3.89,,,4.5,9.68,0,4.52,3.52,8.14,0,,,,,3.89
USA,1988,Iowa,US-IA,5,36,3,8.79,3.66,10,,7.48,4.41,,,6.5,2.05,5.7,4.67,2.46,5.14,0.92,,,,,2.84
USA,1988,Idaho,US-ID,5.65,26,2,9.63,8.68,8.16,,8.82,4.06,,,5,6.85,4.81,5.18,0.7,4.79,3.37,,,,,2.95
USA,1988,Illinois,US-IL,5.69,23,2,10,1.34,8.39,,6.58,6.7,,,9,4.61,4.53,6.21,5.32,7.54,0,,,,,4.29
USA,1988,Indiana,US-IN,6.22,15,2,9.98,6.87,10,,8.95,5.68,,,8,6.81,4.92,6.35,2.67,7.35,0,,,,,3.34
USA,1988,Kansas,US-KS,5.71,22,2,9.97,6.13,9.64,,8.58,5.48,,,4,4.44,5.07,4.75,3.55,4.99,2.83,,,,,3.79
USA,1988,Kentucky,US-KY,5.67,24,2,9.71,5.93,8.9,,8.18,4.37,,,6,9.11,4.84,6.08,0.4,7.08,0.77,,,,,2.75
USA,1988,Louisiana,US-LA,5.32,31,3,8.39,5.8,6.04,,6.74,8.63,,,8.5,8.57,1.17,6.71,0,2.74,4.79,,,,,2.51
USA,1988,Massachusetts,US-MA,5.66,25,2,10,1.53,7.95,,6.49,3.21,,,7,5.53,7.21,5.74,5.8,8.48,0,,,,,4.76
USA,1988,Maryland,US-MD,6.4,9,1,10,5.19,8.87,,8.02,2.99,,,7,6.85,6.32,5.79,6.71,7.7,1.73,,,,,5.38
USA,1988,Maine,US-ME,4.74,39,4,9.28,2.44,8.73,,6.82,4.11,,,4.5,3.91,4.38,4.23,1.61,7.2,0.73,,,,,3.18
USA,1988,Michigan,US-MI,4.44,42,4,8.27,0,7.01,,5.09,3.06,,,7,2.83,6.66,4.89,4.05,5.94,0,,,,,3.33
USA,1988,Minnesota,US-MN,4.26,45,4,8.26,0.31,8.07,,5.54,2.06,,,4,4.25,4.6,3.73,3.8,6.73,0,,,,,3.51
USA,1988,Missouri,US-MO,6.53,8,1,10,7.01,9.69,,8.9,5.92,,,8,8.83,4.38,6.78,3.19,8.29,0.19,,,,,3.89
USA,1988,Mississippi,US-MS,5.39,29,3,7.49,5.1,9.09,,7.23,7.11,,,7,7.25,2.7,6.02,0,3.04,5.7,,,,,2.91
USA,1988,Montana,US-MT,3.7,49,4,6.9,4.8,4.2,,5.3,2.73,,,5.5,0,8.36,4.15,0,3.62,1.36,,,,,1.66
USA,1988,North Carolina,US-NC,6.38,10,1,10,5.78,10,,8.59,4.37,,,6,8.38,4.87,5.9,2.54,6.6,4.8,,,,,4.65
USA,1988,North Dakota,US-ND,4.39,43,4,5.5,7.35,7.08,,6.64,5.78,,,2.5,4.74,3.34,4.09,0,4.54,2.77,,,,,2.44
USA,1988,Nebraska,US-NE,6.09,21,2,10,7.37,10,,9.12,6.83,,,7.5,3.28,5.6,5.8,3.4,4.78,1.83,,,,,3.34
USA,1988,New Hampshire,US-NH,7.49,1,1,10,8.95,10,,9.65,9.04,,,10,0.88,9.3,7.31,5.36,9.05,2.16,,,,,5.53
USA,1988,New Jersey,US-NJ,6.15,18,2,10,5.6,8.62,,8.07,5.31,,,8.5,2.58,5.88,5.57,7.47,6.93,0,,,,,4.8
USA,1988,New Mexico,US-NM,5.2,33,3,7.81,5.68,8.04,,7.18,6.78,,,6,10,0.72,5.87,0.33,1.1,6.25,,,,,2.56
USA,1988,Nevada,US-NV,6.54,7,1,10,9.59,5.81,,8.46,7.26,,,10,7.01,0.67,6.23,5.17,9.55,0,,,,,4.91
USA,1988,New York,US-NY,3.76,48,4,7.35,0,6.62,,4.66,0,,,5,2.16,4.43,2.9,6.75,4.42,0,,,,,3.72
USA,1988,Ohio,US-OH,4.84,38,4,9.78,2.08,4.63,,5.5,2.66,,,7,6.58,5.62,5.47,3.53,7.13,0,,,,,3.55
USA,1988,Oklahoma,US-OK,5.64,27,2,9.7,5.27,7.68,,7.55,5.82,,,6,7.91,3.43,5.79,1.26,4.89,4.64,,,,,3.59
USA,1988,Oregon,US-OR,4.72,40,4,8.05,6.31,7.44,,7.26,2.31,,,4,0,9.83,4.04,3,5.59,0,,,,,2.86
USA,1988,Pennsylvania,US-PA,5.56,28,3,10,0.27,8.1,,6.13,4.64,,,9,4.98,5.95,6.14,4.11,9.1,0,,,,,4.4
USA,1988,Puerto Rico,US-PR,,,,,,,,,,,,,,,,,,,,,,,
